kel_layanan,kel_icd,No DC,Nama DC,kode icd,deskripsi icd/Nama Penyakit,RS kompetensi
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,I63.9,"Cerebral infarction, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,I64,"Stroke, not specified as haemorrhage or infarction",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,I73.8,Other specified peripheral vascular diseases,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,I73.9,"Peripheral vascular disease, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,I83.1,Varicose veins of lower extremities with inflammation,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,I83.9,Varicose veins lower extremities without ulcer or inflammation,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,I86.0,Sublingual varices,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,I86.8,Varicose veins of other specified sites,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,I95.0,Idiopathic hypotension,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15741,Syncope and Collapse,I95.1,Orthostatic hypotension,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,I95.2,Hypotension due to drugs,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,I95.3,Neural-mediated hypotension (IM),Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,I95.8,Other hypotension,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,I95.9,"Hypotension, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,I97.0,Postcardiotomy syndrome,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,I97.1,Other functional disturbances following cardiac surgery,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,I97.8,"Other postprocedural disorders of circulatory system , not elsewhere classified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,I97.9,"Postprocedural disorder of circulatory system, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15671,Coronary Atherosclerosis,I98.1*,Cardiovascular disorder other infectious and parasitic diseases classified elsewhere,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15671,Coronary Atherosclerosis,I98.8*,Other specified disorders of circulatory system in diseases classified elsewhere,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15671,Coronary Atherosclerosis,I99,Other and unspecified disorders of circulatory system,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J11.0,"Influenza with pneumonia, virus not identified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J15.8,Other bacterial pneumonia,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J15.88,Other bacterial pneumonia (IM),Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J15.9,"Bacterial pneumonia, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J18.0,"Bronchopneumonia, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J18.1,"Lobar pneumonia, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J18.8,"Other pneumonia, organism unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J18.9,"Pneumonia, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,10021,Heart-Lung Transplant,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,10021,Heart-Lung Transplant,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,10021,Heart-Lung Transplant,J44.8,Other specified chronic obstructive pulmonary disease,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,10021,Heart-Lung Transplant,J44.9,"Chronic obstructive pulmonary disease, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J69.0,Pneumonitis due to food and vomit,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J69.1,Pneumonitis due to oils and essences,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14681,Respiratory Infections and Inflammation,J69.8,Pneumonitis due to other solids and liquids,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,J80,Adult respiratory distress syndrome,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14621,Pulmonary Edema dan Respiratory Distress,J95.1,Acute pulmonary insufficiency following thoracic surgery,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14621,Pulmonary Edema dan Respiratory Distress,J95.2,Acute pulmonary insufficiency following nonthoracic surgery,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14621,Pulmonary Edema dan Respiratory Distress,J95.3,Chronic pulmonary insufficiency following surgery,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14621,Pulmonary Edema dan Respiratory Distress,J96.0,Acute respiratory failure,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14621,Pulmonary Edema dan Respiratory Distress,J96.1,Chronic respiratory failure,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,14741,Respiratory Signs and Symptoms & Other Respiratory Diseases,J98.1,Pulmonary collapse,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,L89.0,Stage I decubitus ulcer and pressure area,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,L89.1,Stage II decubitus ulcer,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,L89.2,Stage III decubitus ulcer,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,L89.3,Stage IV decubitus ulcer,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,L89.9,"Decubitus ulcer and pressure area, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,N17.8,Other acute renal failure,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,N17.9,"Acute renal failure, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15721,Non-Major Arrhythmia and Conduction Disorders,R00.0,"Tachycardia, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15721,Non-Major Arrhythmia and Conduction Disorders,R00.1,"Bradycardia, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15721,Non-Major Arrhythmia and Conduction Disorders,R00.2,Palpitations,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,R00.8,Other and unspecified abnormalities of heart beat,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15701,Valvular Disorders,R01.0,Benign and innocent cardiac murmurs,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15701,Valvular Disorders,R01.1,"Cardiac murmur, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,R01.2,Other cardiac sounds,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15661,Peripheral Vascular,R02,"Gangrene, not elsewhere classified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,R03.0,Elevated blood-pressure reading without diagnosis of hypertension,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,R03.1,Nonspecific low blood-pressure reading,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15751,Chest Pain,R07.2,Precordial pain,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15751,Chest Pain,R07.3,Other chest pain,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15751,Chest Pain,R07.4,"Chest pain, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15741,Syncope and Collapse,R55,Syncope and collapse,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,R57.0,Cardiogenic shock,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15273,Other Circulatory Wound Debridement,R57.9,"Shock, unspecified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,R58,"Haemorrhage, not elsewhere classified",Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15671,Coronary Atherosclerosis,R93.1,Abnormal findings on diagnostic imaging of heart and coronary circulation,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15761,Other Circulatory System Diagnosis,R94.3,Abnormal results of cardiovascular function studies,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15711,Major Arrhythmia and Cardiac Arrest,R96.0,Instantaneous death,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15751,Chest Pain,Z03.4,Observation for suspected myocardial infarction,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15751,Chest Pain,Z03.5,Observation for other suspected cardiovascular diseases,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 10,15721,Non-Major Arrhythmia and Conduction Disorders,Z45.0,Adjustment and management of cardiac pacemaker,Dasar
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15171,PTA (+Stent),00.55,Insertion of drug-eluting stent(s) of other peripheral vessel(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,11101,Extracranial Vascular Proc.,00.61,Percutaneous angioplasty or atherectomy of precerebral (extracranial) vessel(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,00.62,Percutaneous angioplasty or atherectomy of intracranial vessel(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15171,PTA (+Stent),00.63,Percutaneous insertion of carotid artery stent(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15171,PTA (+Stent),00.64,Percutaneous insertion of other precerebral (extracranial) artery stent(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15171,PTA (+Stent),00.65,Percutaneous insertion of intracranial vascular stent(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15071,Coronary Bypass w PTCA,00.66,Percutaneous transluminal coronary angioplasty [PTCA] or coronary atherectomy,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,05.0,Division of sympathetic nerve or ganglion,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,21.04,Control of epistaxis by ligation of ethmoidal arteries,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,21.05,Control of epistaxis by (transantral) ligation of the maxillary artery,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,21.06,Control of epistaxis by ligation of the external carotid artery,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,21.07,Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,13161,Oral Surgery Proc.,25.1,Excision or destruction of lesion or tissue of tongue,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,10111,Trach w Mech Vent Support 96+ Hr w LOS 21+ days,31.1,Temporary tracheostomy,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15011,Acute MI w PTCA w (+Stent),36.06,Insertion of non-drug -eluting coronary artery stent(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15011,Acute MI w PTCA w (+Stent),36.07,Insertion of drug-eluting coronary artery stent(s),Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15071,Coronary Bypass w PTCA,36.09,Other removal of coronary artery obstruction,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,37.0,Pericardiocentesis,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15201,Minor Cardiac Electrophysiologic Proc.,37.20,Noninvasive programmed electrical stimulation [NIPS],Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15021,Acute MI w Cath,37.21,Right heart cardiac catheterization,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15021,Acute MI w Cath,37.22,Left heart cardiac catheterization,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15021,Acute MI w Cath,37.23,Combined right and left heart cardiac catheterization,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15021,Acute MI w Cath,37.29,Other diagnostic procedures on heart and pericardium,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15131,Other Cardiovascular Procedures,37.68,Insertion of percutaneous external heart assist device,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,37.78,Insertion of temporary transvenous pacemaker system,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,11081,Complex Peripheral Nervous Proc.,37.79,Revision or relocation of cardiac device pocket,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,11081,Complex Peripheral Nervous Proc.,37.85,"Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,11081,Complex Peripheral Nervous Proc.,37.86,"Replacement of any type of pacemaker device with single-chamber device, rate responsive",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,11081,Complex Peripheral Nervous Proc.,37.89,Revision or removal of pacemaker device,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.00,"Incision of vessel, unspecified site",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.03,"Incision of vessel, upper limb vessels",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.08,"Incision of vessel, lower limb arteries",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15231,Vein Procedures,38.09,"Incision of vessel, lower limb veins",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15261,Other Circulatory Procedures,38.21,Biopsy of blood vessel,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.29,Other diagnostic procedures on blood vessels,Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.30,"Resection of vessel with anastomosis, unspecified site",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.32,"Resection of vessel with anastomosis, other vessels of head and neck",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.33,"Resection of vessel with anastomosis, upper limb vessels",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.38,"Resection of vessel with anastomosis, lower limb arteries",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15231,Vein Procedures,38.39,"Resection of vessel with anastomosis, lower limb veins",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.40,"Resection of vessel with replacement, unspecified site",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.43,"Resection of vessel with replacement, upper limb vessels",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.48,"Resection of vessel with replacement, lower limb arteries",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15231,Vein Procedures,38.49,"Resection of vessel with replacement, lower limb veins",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15231,Vein Procedures,38.50,"Ligation and stripping of varicose veins, unspecified site",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,11031,Endovascular Proc. for Neurologic Diseases,38.52,"Ligation and stripping of varicose veins, other vessels of head and neck",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15231,Vein Procedures,38.53,"Ligation and stripping of varicose veins, upper limb vessels",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.57,"Ligation and stripping of varicose veins, abdominal veins",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15231,Vein Procedures,38.59,"Ligation and stripping of varicose veins, lower limb veins",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.60,"Other excision of vessels, unspecified site",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.63,"Other excision of vessels, upper limb vessels",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.68,"Other excision of vessels, lower limb arteries",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15231,Vein Procedures,38.69,"Other excision of vessels, lower limb veins",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.80,"Other surgical occlusion of vessels, unspecified site",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.83,"Other surgical occlusion of vessels, upper limb vessels",Madya
Kelompok Layanan Jantung & Pembuluh darah,icd 9,15221,Other Vascular Procedures,38.88,"Other surgical occlusion of vessels, lower limb arteries",Madya
